-1.482676	-1.419348	1.166475
-0.043819	-0.729445	1.212821
0.960825	1.147328	0.485541
1.738245	0.597865	1.026016
-0.430206	-1.281281	0.870726
-1.627323	-2.203264	-0.381758
0.166347	-0.571246	0.428893
0.376266	0.213996	-0.299131
-0.226950	0.942377	-0.899869
-1.148912	0.093725	0.634745
2.024333	-1.122312	0.067454
-2.359524	0.306158	-0.187121
-0.509972	-1.172335	0.291727
-1.321626	-0.960967	0.987695
-0.636128	-0.653735	0.392935
0.317851	-1.229394	0.194551
0.138048	-0.270965	0.279785
-0.710735	-0.899950	0.051220
0.777004	-0.285686	-0.774466
0.622394	-0.462422	0.786782
0.647381	-0.409785	1.408907
-0.425632	-0.503539	-0.534099
1.048581	1.233297	1.927758
0.660707	0.610305	-0.176248
2.508772	0.059072	-0.243750
1.063460	-1.466947	-0.897601
1.156922	-1.625803	-0.792337
0.052979	-1.964752	-0.952975
-1.288386	2.605196	0.353905
-0.371221	0.972375	1.597026
-0.757792	0.256981	0.527470
-0.563969	-0.974240	0.854202
0.555139	-1.146364	1.341847
-0.556778	0.547640	-2.499533
-0.895113	1.565084	-0.167559
-0.409328	-1.693344	0.353015
-0.160887	-0.449397	0.717254
0.409334	-0.084292	-1.304852
-0.952636	-1.991997	-1.005869
0.317317	0.841246	0.790683
0.078020	-0.414659	-0.116571
1.324385	1.912181	0.553090
-0.213170	-0.390899	-0.960645
-0.134479	0.409182	-1.633802
-1.171356	-1.142428	0.761200
-1.385263	-0.624864	1.193307
0.310508	-1.168723	1.632057
-0.249489	0.392575	-1.532190
0.503744	1.301840	-1.336852
-0.892661	-0.593642	-1.473846
1.908512	0.436375	-0.041663
0.122231	-0.504362	-0.615507
1.047033	0.102108	1.314155
-0.226920	1.196251	-1.455067
-0.162502	0.120283	-1.742349
0.690052	-1.036843	0.205305
0.555757	-0.857103	1.192930
-1.120255	-0.169874	-0.802823
-1.532693	-0.191668	-1.265636
-1.097868	-0.865815	-0.149331
-1.415773	0.180664	-1.636447
0.059571	1.266528	0.017344
-0.411251	-0.251169	0.828387
-0.368011	-0.204570	0.217738
-1.360963	-2.201522	-1.909245
0.779567	-0.774513	-0.536822
0.439411	-1.393273	-0.302032
-0.089622	-0.386235	1.813582
1.021180	0.525586	0.914852
-0.873979	1.523269	-0.057081
0.414700	1.798494	1.309362
0.348441	-0.116884	-1.044736
0.349254	-0.320196	-0.348267
-0.729247	0.817516	1.412561
0.326840	0.490159	1.502383
-0.514882	0.765251	0.730376
-0.896446	0.778279	0.490752
-1.203268	-1.480305	-0.586126
1.037816	0.540364	0.744900
-0.845944	-0.091539	-0.828155
-0.172914	-0.760252	0.574521
-1.208652	-0.693595	0.281841
-0.297127	1.281458	1.139306
-3.232038	-0.809738	-0.425868
-1.086959	-1.236818	0.636140
-1.426436	0.214686	0.793178
-1.014451	2.010772	-0.898377
-0.213267	0.025554	0.156245
-0.325348	0.308299	1.597254
1.944398	-0.938247	0.112440
-0.571773	1.674216	-0.308625
-0.250032	0.124988	0.456660
-1.569315	0.530101	-0.275101
-0.477383	-0.952068	0.443144
-1.337977	0.854043	-0.134765
0.030299	0.389146	-0.018328
0.853087	-1.156001	0.460789
0.404253	0.039740	1.362315
-0.700620	-0.450599	0.451875
-1.630543	0.109248	1.648384
1.460013	-0.250553	-2.028362
2.050043	-0.189902	-0.449257
0.120501	-1.032914	0.235993
-0.989902	-0.323292	-0.835173
1.197771	0.766527	-1.275955
-0.592656	1.744673	0.617035
-0.469809	-1.160520	0.612702
0.886377	2.377412	0.289381
-1.385220	1.526078	0.395316
-1.956754	0.168508	-0.870563
0.420684	-0.301207	-0.497688
0.400738	-0.698654	-0.106672
0.095142	0.832771	-0.687829
0.496684	-0.694605	0.331881
1.082241	-0.461883	2.365225
0.970448	0.883617	-0.482231
-0.568570	0.435944	0.647448
0.809972	0.896747	-1.034425
0.173247	0.504732	1.339555
-0.505543	-0.400897	-0.969140
-1.193306	-0.513848	0.208716
0.646971	0.796368	-0.618593
-0.353623	-0.671190	0.512016
0.046435	1.186659	0.011354
-0.792948	0.790702	-0.043989
-1.550514	0.287721	2.949093
0.171586	0.003226	-0.630046
