-0.384281	-0.299055
0.361833	0.087737
1.370253	1.753933
1.421390	0.853312
0.107177	-0.443076
3.773328	5.437829
0.624914	-0.280949
-0.825577	-0.245594
0.631444	-0.340257
-0.647580	0.502113
23.794918	-11.051884
-179.105760	16.264127
-0.449393	-1.651513
-0.417271	-0.139677
-0.463795	-0.442228
1.443317	-2.842417
0.634655	-0.026128
-2.689439	-3.679739
-0.388322	0.711366
0.878180	0.116698
0.671641	0.286852
0.997584	1.259261
0.686548	0.868854
-5.192598	-4.994382
-7.132112	0.071837
-0.517248	1.532589
-0.714943	1.793555
0.241944	1.868061
-1.310421	3.287111
0.193687	0.820314
-0.434077	0.682622
-0.003528	-0.233714
0.668921	-0.074728
0.538779	0.318490
-31.457862	47.178802
-0.150291	-2.273681
0.246547	0.088022
0.139528	0.505762
0.971191	1.882786
0.555757	1.069667
-1.730643	9.431698
1.566062	2.351582
0.521328	0.772000
0.441853	0.291388
-0.505631	-0.439280
-0.330910	0.125961
0.516995	0.008565
0.502630	0.288108
0.133048	-0.249378
0.797719	0.768080
128.639083	32.995415
0.181493	1.087760
0.872204	0.524222
0.528254	-0.131060
0.440450	0.420460
2.411099	-2.240302
0.693103	0.017566
1.506818	0.676000
1.297902	0.611320
19.101614	16.112832
1.026565	0.408028
0.242340	5.547067
0.071931	0.271639
-0.393328	0.009957
0.821809	1.269301
-0.775319	1.480196
-0.972945	3.921711
0.339004	0.326298
1.030738	0.824640
-4.767212	7.973024
0.501598	1.273127
0.119670	0.541083
-0.545886	1.237265
0.023398	0.790915
0.486595	0.663711
-0.077555	1.015347
-0.629563	1.206673
1.910017	2.498910
1.179751	0.910742
1.192154	0.583991
0.226600	-0.310160
-1.616215	-0.746404
0.162754	1.101539
9.471917	3.016593
-0.577813	-0.682551
-0.667760	0.571841
1.499733	-1.408361
-0.203915	0.487053
0.225849	0.573129
12.182822	-4.574561
4.037293	-8.030734
0.048446	0.586780
11.467907	-2.649758
-0.182245	-0.746540
-20.873004	12.165946
0.341193	3.036787
1.628154	-1.046046
0.549308	0.483399
-0.456530	-0.098676
-0.252219	0.479712
-0.136683	0.532562
-2.922193	0.663119
0.766794	-1.814743
1.304476	0.801194
-0.286962	0.022475
-0.238047	1.867056
-0.033557	-0.660595
1.478222	4.002474
-1.323350	2.070711
2.304163	0.374371
-0.331272	0.925003
-6.673037	11.280843
0.324965	-0.507476
1.283861	-0.681655
0.675966	0.345291
-1.245100	-1.094316
-0.158289	0.803954
-0.179441	-0.183537
0.427410	0.689590
0.751569	0.787592
-2.006101	-0.636930
-0.417144	-0.577201
0.004628	-0.288026
0.199947	5.479846
-4.699546	4.794740
0.021341	0.510930
0.158793	0.462724
-0.537699	3.737383
0.595062	1.277149
-0.139773	0.520532
1.740346	-1.313078
1.044294	-0.938336
-0.197711	0.777767
-1.494938	-0.550994
0.631179	2.539882
-6.981368	-1.179773
1.794061	1.073855
0.049091	0.124912
0.093946	0.769476
0.815019	1.229939
-1.362934	-0.105102
-0.492549	1.572190
4.288405	-2.337874
0.208741	0.609375
-0.742268	-1.039293
-0.403256	-3.324895
-0.587017	0.274639
1.879790	0.779180
-0.940900	-2.071435
-1.202638	1.207436
0.595179	0.772378
1.564900	1.022987
0.299103	0.320719
1.510042	2.111738
0.194618	0.179772
-0.185587	1.372809
0.684940	-0.240774
0.132750	0.756213
-1.103016	-0.637896
-0.632047	0.978835
1.214672	0.149602
1.362404	0.361672
0.432389	3.479323
0.274010	0.285397
2.413947	-4.161897
0.620907	1.103660
0.255867	1.153657
0.103103	0.387161
0.719297	0.894430
0.463425	0.390192
0.205883	0.489989
0.036606	0.053337
0.263302	0.939518
-2.899809	0.043650
0.073920	0.088348
-0.402559	1.454264
-0.433357	2.244822
-5.909919	11.374793
-5.051451	1.123301
3.838102	-7.250665
-0.525084	-0.825578
0.255952	1.042418
6.471755	-25.764795
0.779089	1.999939
0.384581	1.376653
0.007871	0.305476
-9.275800	7.729364
-3.682146	-0.166220
-0.184725	1.509548
-1.207869	2.487216
1.914137	0.656002
0.342366	1.357589
0.013420	0.726455
-0.387475	-1.514865
3.194944	2.708974
-1.035687	-0.093412
0.657642	0.504933
1.105000	-3.011852
0.251194	-0.036290
0.556503	0.340667
